"Block","Treatment","Density","sp","tag","DBH","Ht","collection","Julian.date","tissue","tissue_biomass","tissue_biomass_lci","tissue_biomass_uci","tissue_biomass_se"
"B1","C","2m","C","974",5.3,8.8,"1-leaf out",111,"Branches",1.42689169694279,1.05708887783923,1.92606313195352,0.221677105641401
"B1","C","2m","C","975",6.1,9.8,"1-leaf out",111,"Branches",2.02711711654595,1.49619258477912,2.74644042885708,0.3189407765505
"B1","C","2m","C","976",7.3,11.7,"1-leaf out",111,"Branches",3.64182019968199,2.5086891569428,5.2867667283955,0.708693258023648
"B1","C","2m","C","977",9.1,12.5,"1-leaf out",111,"Branches",6.47477866086233,4.4274862418827,9.46874962830634,1.2860365781693
"B1","C","2m","C","978",12.39435355,12.1,"1-leaf out",111,"Branches",14.0861980704705,10.3331590976052,19.2023537241879,2.26254964963844
"B1","C","2m","C","979",11,10.8,"1-leaf out",111,"Branches",8.15613003179434,6.48744767803165,10.2540259894198,0.960861814129624
"B1","C","2m","C","980",13.08739852,11.7,"1-leaf out",111,"Branches",15.8310497894333,11.8694737725486,21.1148482433271,2.35851389560675
"B1","C","2m","C","981",10.1133575,12.4,"1-leaf out",111,"Branches",8.25170070493858,5.80558406350678,11.7284606990523,1.51093791723101
"B1","C","2m","C","982",7.7,11.9,"1-leaf out",111,"Branches",4.15223074008264,2.85666099547429,6.03537491715035,0.810896408590832
"B1","C","2m","C","983",14.2,16,"1-leaf out",111,"Branches",39.6788617389405,21.865953269518,72.0029010165655,12.7900376905733
"B1","C","2m","C","984",18.17278185,14.9,"1-leaf out",111,"Branches",92.4594359227128,53.0496515813903,161.146153392365,27.5756382170854
"B1","C","2m","C","986",10.85771615,11.9,"1-leaf out",111,"Branches",9.25743994105092,6.83232861924389,12.5433361066361,1.45688966515106
"B1","C","2m","C","988",11.8,14.2,"1-leaf out",111,"Branches",16.5279678595072,10.3426995488975,26.4122263509067,4.0993690821452
"B1","C","2m","C","989",7.2,11.5,"1-leaf out",111,"Branches",3.44696828593793,2.39939784894596,4.95190506629879,0.651149800345109
"B1","C","2m","C","990",10.8,11.8,"1-leaf out",111,"Branches",8.98875239003755,6.67739524426121,12.1001777749859,1.38336289049098
"B4","C","2m","C","1",19.73144698,13.5,"2-shoot expansion",156,"Branches",111.648147665169,65.7198302703213,189.6734794626,31.6208288755813
"B4","C","2m","C","2",11.04536102,10.7,"2-shoot expansion",156,"Branches",8.12941393993112,6.50617529724738,10.1576376269337,0.931495492266912
"B4","C","2m","C","3",12.71416533,11,"2-shoot expansion",156,"Branches",12.9826541202594,10.1568123242552,16.5947053687092,1.64231965419747
"B4","C","2m","C","4",7.310950691,9.7,"2-shoot expansion",156,"Branches",2.71635474993105,2.11223025951182,3.49326646289894,0.352305153925285
"B4","C","2m","C","5",8.3,10.3,"2-shoot expansion",156,"Branches",3.81604381433108,2.97294512107975,4.89823720244309,0.491145939123301
"B4","C","2m","C","6",6.9,9.6,"2-shoot expansion",156,"Branches",2.41125380711956,1.85458016537779,3.13501946741904,0.326642679092156
"B4","C","2m","C","7",4.4,8.2,"2-shoot expansion",156,"Branches",1.03892414671806,0.749764804602645,1.43960262739444,0.175979036426478
"B4","C","2m","C","8",11.38507795,10.1,"2-shoot expansion",156,"Branches",8.10884164165837,6.69288577301135,9.82435902830419,0.798845218186949
"B4","C","2m","C","9",11.90336087,10.4,"2-shoot expansion",156,"Branches",9.66923546647644,7.85093483342209,11.9086601137171,1.03513400007526
"B4","C","2m","C","10",9.4,11.5,"2-shoot expansion",156,"Branches",6.02610793161196,4.4672074149497,8.12901068392534,0.934133486983579
"B4","C","2m","C","11",12.5,10.6,"2-shoot expansion",156,"Branches",11.5888145807229,9.2663250528576,14.4934073238625,1.33343935484818
"B4","C","2m","C","13",11.80889495,11.2,"2-shoot expansion",156,"Branches",10.6265176444926,8.26579003142708,13.6614741990024,1.37645004274882
"B4","C","2m","C","15",12.44708801,11.2,"2-shoot expansion",156,"Branches",12.4958598655528,9.69542655325307,16.1051721573964,1.63513918473045
"B4","C","2m","C","16",8.5,11.9,"2-shoot expansion",156,"Branches",5.08744260073125,3.58306869747174,7.22343733850202,0.928665469650583
"B4","C","2m","C","17",7.8,11.3,"2-shoot expansion",156,"Branches",3.89714767196572,2.80494320230049,5.41464082575772,0.665739189657457
"B4","C","2m","C","18",13.51480669,13.7,"2-shoot expansion",156,"Branches",23.7236047091153,15.5319593211594,36.2355713633396,5.28153368422965
"B4","C","2m","C","19",12.66688596,11.5,"2-shoot expansion",156,"Branches",13.81289668633,10.5159307335531,18.1435309628328,1.94581638502031
"B4","C","2m","C","21",19.05911855,13.4,"2-shoot expansion",156,"Branches",92.7438606968025,55.9815432052503,153.647491735119,24.9147827882318
"B4","C","2m","C","22",15.24040682,13.1,"2-shoot expansion",156,"Branches",33.643807543828,22.5883515995925,50.1101543888911,7.02086805849453
"B4","C","2m","C","23",15.57947368,12.3,"2-shoot expansion",156,"Branches",32.5745990597649,22.6858576503437,46.7738324139736,6.14489152133415
"B4","C","2m","C","24",8.9,9.5,"2-shoot expansion",156,"Branches",3.94785374538136,3.25568855919751,4.787174482919,0.390685184622827
"B4","C","2m","C","26",12.7,12,"2-shoot expansion",156,"Branches",14.999308124333,11.0676160905135,20.3277058373501,2.36226779256036
"B4","C","2m","C","27",12.80351514,12.2,"2-shoot expansion",156,"Branches",15.8613468774249,11.5469267678952,21.7878167778367,2.6124719413116
"B4","C","2m","C","28",6.519202405,8,"2-shoot expansion",156,"Branches",1.72750671417834,1.36289811293295,2.18965703981282,0.210907889510172
"B4","C","2m","C","29",6.989277502,9.3,"2-shoot expansion",156,"Branches",2.35942864871043,1.84358521879848,3.01960738868563,0.300005655583455
"B4","C","2m","C","30",10.90412766,10.2,"2-shoot expansion",156,"Branches",7.28366865916829,5.98542199757321,8.86350689359251,0.734205330617169
"B3","C","2m","C","781",14.78276023,12.8,"2-shoot expansion",156,"Branches",28.6522245230929,19.7162654948597,41.6382083278274,5.5923323553489
"B3","C","2m","C","782",9.7,12.5,"2-shoot expansion",156,"Branches",7.54029711490298,5.22413453782169,10.8833492264389,1.44367721648397
"B3","C","2m","C","783",12.83160161,12.5,"2-shoot expansion",156,"Branches",16.700065165804,11.9139166812875,23.4089413249078,2.93240424582153
"B3","C","2m","C","785",9.521029356,9.6,"2-shoot expansion",156,"Branches",4.69105502213158,3.90450494524185,5.63605310514028,0.441721469361844
"B3","C","2m","C","786",11.77964346,10,"2-shoot expansion",156,"Branches",8.83164465751826,7.29738149799545,10.6884842704327,0.865077237866642
"B3","C","2m","C","787",7.3,10.2,"2-shoot expansion",156,"Branches",2.91684814674942,2.21014360071181,3.84952503016339,0.418209548329485
"B3","C","2m","C","788",9.31933474,10.5,"2-shoot expansion",156,"Branches",5.09180724583055,4.02733098582066,6.43763850549507,0.614874367263882
"B3","C","2m","C","789",9.774456507,10.3,"2-shoot expansion",156,"Branches",5.5488813288482,4.48147637048806,6.87052244755826,0.609450529864847
"B3","C","2m","C","790",2.4,4.9,"2-shoot expansion",156,"Branches",0.383661690337521,0.246601285086623,0.596899941461937,0.0893619021365597
"B3","C","2m","C","791",10.5,10,"2-shoot expansion",156,"Branches",6.38163608275996,5.28361133132445,7.70784914691581,0.618428014181468
"B3","C","2m","C","792",9.538343672,10.1,"2-shoot expansion",156,"Branches",5.07358235395433,4.12498865534132,6.24031725978816,0.539624643991539
"B3","C","2m","C","793",13.60036764,10.3,"2-shoot expansion",156,"Branches",14.6588002837598,11.5879394620742,18.5434542924936,1.77436602816821
"B3","C","2m","C","794",12.82224629,11.2,"2-shoot expansion",156,"Branches",13.7447171742742,10.6281685028488,17.7751463152047,1.82320862560098
"B3","C","2m","C","795",10.61037228,10.3,"2-shoot expansion",156,"Branches",6.86094604285336,5.60024981421487,8.40544300067883,0.71561050675101
"B3","C","2m","C","796",11.88107739,10.9,"2-shoot expansion",156,"Branches",10.3530848557394,8.1950033209896,13.0794780467762,1.24603947086392
"B3","C","2m","C","797",9.541488354,9.1,"2-shoot expansion",156,"Branches",4.37916893599095,3.70603525283425,5.1745650706593,0.374624953526797
"B3","C","2m","C","798",8,9,"2-shoot expansion",156,"Branches",2.91729846376933,2.38580419764699,3.56719563789204,0.301375367409452
"B3","C","2m","C","799",11.89621789,7.7,"2-shoot expansion",156,"Branches",6.47255928425663,5.24596683280328,7.9859490201599,0.698975047795054
"B3","C","2m","C","800",11.5,11.6,"2-shoot expansion",156,"Branches",10.4240442784333,7.89687536949564,13.7599612548626,1.4956851748385
"B3","C","2m","C","801",12.26743657,11.2,"2-shoot expansion",156,"Branches",11.9386583221276,9.27357951199402,15.369638266234,1.55511702914285
"B3","C","2m","C","802",11.31459235,11.2,"2-shoot expansion",156,"Branches",9.37309368025025,7.28391797740209,12.0614874318068,1.2187677179604
"B3","C","2m","C","803",12.7,9.6,"2-shoot expansion",156,"Branches",10.5153501324043,8.62918063874622,12.813799251179,1.06750474806958
"B3","C","2m","C","804",12.3434193,9.5,"2-shoot expansion",156,"Branches",9.46402099329385,7.84289877309629,11.4202281519625,0.912584025220982
"B3","C","2m","C","806",9.848857802,10.9,"2-shoot expansion",156,"Branches",6.17976172012101,4.81683594842153,7.92832791616822,0.793747950955789
"B3","C","2m","C","807",6.717886572,8.2,"2-shoot expansion",156,"Branches",1.87147104358811,1.48549609917349,2.35773346623898,0.222509532414666
"B3","C","2m","C","808",14.53203358,8.7,"2-shoot expansion",156,"Branches",14.6556117469598,11.1949139021672,19.1861194784218,2.03857285108537
"B3","C","2m","C","809",2.6,5.3,"2-shoot expansion",156,"Branches",0.428263302223975,0.280653748605612,0.653507950430122,0.095115867812375
"B3","C","2m","C","810",10.1,8.4,"2-shoot expansion",156,"Branches",4.54979002283853,3.88218724271042,5.33219753652802,0.369900585157549
"B1","C","2m","C","962",13.15218613,13.4,"2-shoot expansion",156,"Branches",20.6972501089251,13.8527897364856,30.9234580340981,4.35476232081952
"B1","C","2m","C","964",14.08296844,14.5,"2-shoot expansion",156,"Branches",30.8495728961533,19.0357014291075,49.9953285892495,7.89786407146478
"B1","C","2m","C","965",5.3,9.2,"2-shoot expansion",156,"Branches",1.5139060536291,1.10723461973307,2.06994208668019,0.245588639527325
"B1","C","2m","C","967",13.53698637,12.5,"2-shoot expansion",156,"Branches",19.9757339279539,14.2001532651096,28.1003971232368,3.54598057605286
"B1","C","2m","C","968",7.4,10.9,"2-shoot expansion",156,"Branches",3.31840910449547,2.41999163282014,4.55036242086747,0.543461935726359
"B1","C","2m","C","969",14.08580846,11.6,"2-shoot expansion",156,"Branches",20.0992545239301,14.9407610563564,27.0387854336147,3.08623070848426
"B1","C","2m","C","970",10.98362417,11.1,"2-shoot expansion",156,"Branches",8.49100843934442,6.62792461326446,10.8777978815164,1.08415134394181
"B1","C","2m","C","971",13.08166656,11.6,"2-shoot expansion",156,"Branches",15.5758106229622,11.7469005120686,20.6527565559214,2.27190205200326
"B1","C","2m","C","972",10.8,12.8,"2-shoot expansion",156,"Branches",10.4224352128498,7.18862787075179,15.110972179826,2.02100620129444
"B1","C","2m","C","973",7.9,9.6,"2-shoot expansion",156,"Branches",3.10824669190657,2.47864189808447,3.89777866065062,0.3620246843281
"B1","C","2m","C","974",5.3,8.8,"2-shoot expansion",156,"Branches",1.42689169694279,1.05708887783923,1.92606313195352,0.221677105641401
"B1","C","2m","C","975",6.1,9.8,"2-shoot expansion",156,"Branches",2.02711711654595,1.49619258477912,2.74644042885708,0.3189407765505
"B1","C","2m","C","976",7.3,11.7,"2-shoot expansion",156,"Branches",3.64182019968199,2.5086891569428,5.2867667283955,0.708693258023648
"B1","C","2m","C","977",9.1,12.5,"2-shoot expansion",156,"Branches",6.47477866086233,4.4274862418827,9.46874962830634,1.2860365781693
"B1","C","2m","C","978",12.39435355,12.1,"2-shoot expansion",156,"Branches",14.0861980704705,10.3331590976052,19.2023537241879,2.26254964963844
"B1","C","2m","C","979",11,10.8,"2-shoot expansion",156,"Branches",8.15613003179434,6.48744767803165,10.2540259894198,0.960861814129624
"B1","C","2m","C","980",13.08739852,11.7,"2-shoot expansion",156,"Branches",15.8310497894333,11.8694737725486,21.1148482433271,2.35851389560675
"B1","C","2m","C","981",10.1133575,12.4,"2-shoot expansion",156,"Branches",8.25170070493858,5.80558406350678,11.7284606990523,1.51093791723101
"B1","C","2m","C","982",7.7,11.9,"2-shoot expansion",156,"Branches",4.15223074008264,2.85666099547429,6.03537491715035,0.810896408590832
"B1","C","2m","C","983",14.2,16,"2-shoot expansion",156,"Branches",39.6788617389405,21.865953269518,72.0029010165655,12.7900376905733
"B1","C","2m","C","984",18.17278185,14.9,"2-shoot expansion",156,"Branches",92.4594359227128,53.0496515813903,161.146153392365,27.5756382170854
"B1","C","2m","C","986",10.85771615,11.9,"2-shoot expansion",156,"Branches",9.25743994105092,6.83232861924389,12.5433361066361,1.45688966515106
"B1","C","2m","C","988",11.8,14.2,"2-shoot expansion",156,"Branches",16.5279678595072,10.3426995488975,26.4122263509067,4.0993690821452
"B1","C","2m","C","989",7.2,11.5,"2-shoot expansion",156,"Branches",3.44696828593793,2.39939784894596,4.95190506629879,0.651149800345109
"B1","C","2m","C","990",10.8,11.8,"2-shoot expansion",156,"Branches",8.98875239003755,6.67739524426121,12.1001777749859,1.38336289049098
"B4","C","2m","C","1",19.73144698,13.5,"3-bud set",233,"Branches",111.648147665169,65.7198302703213,189.6734794626,31.6208288755813
"B4","C","2m","C","2",11.04536102,10.7,"3-bud set",233,"Branches",8.12941393993112,6.50617529724738,10.1576376269337,0.931495492266912
"B4","C","2m","C","3",12.71416533,11,"3-bud set",233,"Branches",12.9826541202594,10.1568123242552,16.5947053687092,1.64231965419747
"B4","C","2m","C","4",7.310950691,9.7,"3-bud set",233,"Branches",2.71635474993105,2.11223025951182,3.49326646289894,0.352305153925285
"B4","C","2m","C","5",8.3,10.3,"3-bud set",233,"Branches",3.81604381433108,2.97294512107975,4.89823720244309,0.491145939123301
"B4","C","2m","C","6",6.9,9.6,"3-bud set",233,"Branches",2.41125380711956,1.85458016537779,3.13501946741904,0.326642679092156
"B4","C","2m","C","7",4.4,8.2,"3-bud set",233,"Branches",1.03892414671806,0.749764804602645,1.43960262739444,0.175979036426478
"B4","C","2m","C","8",11.38507795,10.1,"3-bud set",233,"Branches",8.10884164165837,6.69288577301135,9.82435902830419,0.798845218186949
"B4","C","2m","C","9",11.90336087,10.4,"3-bud set",233,"Branches",9.66923546647644,7.85093483342209,11.9086601137171,1.03513400007526
"B4","C","2m","C","10",9.4,11.5,"3-bud set",233,"Branches",6.02610793161196,4.4672074149497,8.12901068392534,0.934133486983579
"B4","C","2m","C","11",12.5,10.6,"3-bud set",233,"Branches",11.5888145807229,9.2663250528576,14.4934073238625,1.33343935484818
"B4","C","2m","C","13",11.80889495,11.2,"3-bud set",233,"Branches",10.6265176444926,8.26579003142708,13.6614741990024,1.37645004274882
"B4","C","2m","C","15",12.44708801,11.2,"3-bud set",233,"Branches",12.4958598655528,9.69542655325307,16.1051721573964,1.63513918473045
"B4","C","2m","C","16",8.5,11.9,"3-bud set",233,"Branches",5.08744260073125,3.58306869747174,7.22343733850202,0.928665469650583
"B4","C","2m","C","17",7.8,11.3,"3-bud set",233,"Branches",3.89714767196572,2.80494320230049,5.41464082575772,0.665739189657457
"B4","C","2m","C","18",13.51480669,13.7,"3-bud set",233,"Branches",23.7236047091153,15.5319593211594,36.2355713633396,5.28153368422965
"B4","C","2m","C","19",12.66688596,11.5,"3-bud set",233,"Branches",13.81289668633,10.5159307335531,18.1435309628328,1.94581638502031
"B4","C","2m","C","21",19.05911855,13.4,"3-bud set",233,"Branches",92.7438606968025,55.9815432052503,153.647491735119,24.9147827882318
"B4","C","2m","C","22",15.24040682,13.1,"3-bud set",233,"Branches",33.643807543828,22.5883515995925,50.1101543888911,7.02086805849453
"B4","C","2m","C","23",15.57947368,12.3,"3-bud set",233,"Branches",32.5745990597649,22.6858576503437,46.7738324139736,6.14489152133415
"B4","C","2m","C","24",8.9,9.5,"3-bud set",233,"Branches",3.94785374538136,3.25568855919751,4.787174482919,0.390685184622827
"B4","C","2m","C","26",12.7,12,"3-bud set",233,"Branches",14.999308124333,11.0676160905135,20.3277058373501,2.36226779256036
"B4","C","2m","C","27",12.80351514,12.2,"3-bud set",233,"Branches",15.8613468774249,11.5469267678952,21.7878167778367,2.6124719413116
"B4","C","2m","C","28",6.519202405,8,"3-bud set",233,"Branches",1.72750671417834,1.36289811293295,2.18965703981282,0.210907889510172
"B4","C","2m","C","29",6.989277502,9.3,"3-bud set",233,"Branches",2.35942864871043,1.84358521879848,3.01960738868563,0.300005655583455
"B4","C","2m","C","30",10.90412766,10.2,"3-bud set",233,"Branches",7.28366865916829,5.98542199757321,8.86350689359251,0.734205330617169
"B3","C","2m","C","781",14.78276023,12.8,"3-bud set",233,"Branches",28.6522245230929,19.7162654948597,41.6382083278274,5.5923323553489
"B3","C","2m","C","782",9.7,12.5,"3-bud set",233,"Branches",7.54029711490298,5.22413453782169,10.8833492264389,1.44367721648397
"B3","C","2m","C","783",12.83160161,12.5,"3-bud set",233,"Branches",16.700065165804,11.9139166812875,23.4089413249078,2.93240424582153
"B3","C","2m","C","785",9.521029356,9.6,"3-bud set",233,"Branches",4.69105502213158,3.90450494524185,5.63605310514028,0.441721469361844
"B3","C","2m","C","786",11.77964346,10,"3-bud set",233,"Branches",8.83164465751826,7.29738149799545,10.6884842704327,0.865077237866642
"B3","C","2m","C","787",7.3,10.2,"3-bud set",233,"Branches",2.91684814674942,2.21014360071181,3.84952503016339,0.418209548329485
"B3","C","2m","C","788",9.31933474,10.5,"3-bud set",233,"Branches",5.09180724583055,4.02733098582066,6.43763850549507,0.614874367263882
"B3","C","2m","C","789",9.774456507,10.3,"3-bud set",233,"Branches",5.5488813288482,4.48147637048806,6.87052244755826,0.609450529864847
"B3","C","2m","C","790",2.4,4.9,"3-bud set",233,"Branches",0.383661690337521,0.246601285086623,0.596899941461937,0.0893619021365597
"B3","C","2m","C","791",10.5,10,"3-bud set",233,"Branches",6.38163608275996,5.28361133132445,7.70784914691581,0.618428014181468
"B3","C","2m","C","792",9.538343672,10.1,"3-bud set",233,"Branches",5.07358235395433,4.12498865534132,6.24031725978816,0.539624643991539
"B3","C","2m","C","793",13.60036764,10.3,"3-bud set",233,"Branches",14.6588002837598,11.5879394620742,18.5434542924936,1.77436602816821
"B3","C","2m","C","794",12.82224629,11.2,"3-bud set",233,"Branches",13.7447171742742,10.6281685028488,17.7751463152047,1.82320862560098
"B3","C","2m","C","795",10.61037228,10.3,"3-bud set",233,"Branches",6.86094604285336,5.60024981421487,8.40544300067883,0.71561050675101
"B3","C","2m","C","796",11.88107739,10.9,"3-bud set",233,"Branches",10.3530848557394,8.1950033209896,13.0794780467762,1.24603947086392
